"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Minnesota",1363,230303,173247,586,37321,26175,42.993396918562,16.2051731848912,15.1084867270429,2160,126119
