"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"New Mexico",1015,236425,169511,205,16172,11268,20.1970443349754,6.84022417257058,6.64735621877046,229,16944
