"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Rhode Island",349,63444,44718,95,4464,3137,27.2206303724928,7.03612634764517,7.01507223042175,370,12790
