"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Maine",552,68459,51761,185,11517,7644,33.5144927536232,16.8232080515345,14.7678754274454,346,17851
