"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Maryland",1252,231981,173453,52369,495,36909,25318,39.5367412140575,15.9103547273268,14.5964612892253,2169,117947
