"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Georgia",3533,941977,688318,38663,828,104691,69840,23.436173223889,11.1139656276109,10.1464729964929,1169,131883
