"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Alabama",2330,426805,305651,585,56519,38394,25.1072961373391,13.2423472077412,12.5613853708969,522,50221
