"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Arkansas",1546,302612,221621,348,32722,21889,22.509702457956,10.8131865226759,9.87677160557889,253,25899
