"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Texas",9548,2713256,1972752,2334,249187,167627,24.4449099287809,9.18405782572673,8.49711469054397,3918,371881
