"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Maryland",1252,231981,173453,482,36330,24884,38.4984025559105,15.6607653212979,14.3462494162684,2182,118526
