"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Delaware",243,53416,39871,6056,105,7423,5273,43.2098765432099,13.8965852927962,13.2251511123373,225,14270
