"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Connecticut",790,157728,114049,275,14712,10202,34.8101265822785,9.32744978697504,8.94527790686459,1517,52120
