"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Nevada",1046,244053,176796,293,23199,16109,28.0114722753346,9.50572211773672,9.11163148487522,497,42072
