"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Montana",425,63614,47127,7811,167,10478,7182,39.2941176470588,16.4712170276983,15.2396715258769,250,17152
