"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Oklahoma",1858,341216,252638,456,41129,28361,24.5425188374596,12.0536551627122,11.2259438405941,651,62453
