"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"West Virginia",1030,136736,98437,331,21094,13940,32.1359223300971,15.4268078633279,14.1613417718947,231,16644
