"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Nebraska",697,117397,88631,18567,259,15843,11464,37.1592539454806,13.4952341201223,12.9345262944117,677,35777
