"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Michigan",4521,729795,522852,1199,80719,52857,26.5206812652068,11.0605032920204,10.1093617314269,2444,134788
