"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Delaware",243,53416,39871,102,7423,5273,41.9753086419753,13.8965852927962,13.2251511123373,228,14270
