"Name","AreasYes","Under18Yes","Under12Yes","Combinations","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Louisiana",2217,437764,318661,25481,609,51631,33923,27.4695534506089,11.7942544384646,10.6454821895368,637,52723
