"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Oregon",1374,269363,194423,487,39511,26567,35.4439592430859,14.6683100500069,13.6645355744948,767,51435
