"Name","AreasYes","Under18Yes","Under12Yes","AreasCalc","Under18Calc","Under12Calc","AreasDeltaPerc","Under18DeltaPerc","Under12DeltaPerc","AreasNo","Under18No"
"Vermont",187,21553,15710,100,5093,3510,53.475935828877,23.6301210968311,22.3424570337365,235,13458
